gene_name,gene_id,mgi_symbol
ENSMUSG00000004360,703,9330159F19Rik
ENSMUSG00000004364,704,Cul3
ENSMUSG00000004366,705,Sst
ENSMUSG00000004371,706,Il11
ENSMUSG00000004383,707,Large
ENSMUSG00000004393,708,Ddx56
ENSMUSG00000004394,709,Tmed4
ENSMUSG00000004415,710,Col26a1
ENSMUSG00000004446,711,Bid
ENSMUSG00000004451,712,Ralb
ENSMUSG00000004455,713,Ppp1cc
ENSMUSG00000004460,714,Dnajb11
ENSMUSG00000004462,715,Tbccd1
ENSMUSG00000004473,716,Clec11a
ENSMUSG00000004500,717,Zfp324
ENSMUSG00000004508,718,Gab2
ENSMUSG00000004530,719,Coro1c
ENSMUSG00000004535,720,Tax1bp1
ENSMUSG00000004540,721,Psg17
ENSMUSG00000004542,722,Psg19
ENSMUSG00000004552,723,Ctse
ENSMUSG00000004558,724,Ndrg2
ENSMUSG00000004561,725,Mettl17
ENSMUSG00000004562,726,Arhgef40
ENSMUSG00000004565,727,Pnpla6
ENSMUSG00000004567,728,Mcoln1
ENSMUSG00000004568,729,Arhgef18
ENSMUSG00000004591,730,Pkn2
ENSMUSG00000004609,731,Cd33
ENSMUSG00000004610,732,Etfb
ENSMUSG00000004612,733,Nkg7
ENSMUSG00000004613,734,Lim2
ENSMUSG00000004626,735,Stxbp2
ENSMUSG00000004630,736,Pcp2
ENSMUSG00000004631,737,Sgce
ENSMUSG00000004633,738,Chn2
ENSMUSG00000004637,739,Wwox
ENSMUSG00000004642,740,Slbp
ENSMUSG00000004651,741,Tyr
ENSMUSG00000004654,742,Ghrhr
ENSMUSG00000004655,743,Aqp1
ENSMUSG00000004661,744,Arid3b
ENSMUSG00000004665,745,Cnn2
ENSMUSG00000004667,746,Polr2e
ENSMUSG00000004668,747,Abca13
ENSMUSG00000004677,748,Myo9b
ENSMUSG00000004698,749,Hdac9
ENSMUSG00000004707,750,Ly9
ENSMUSG00000004709,751,Cd244
ENSMUSG00000004730,752,Adgre1
ENSMUSG00000004748,753,Mtfp1
ENSMUSG00000004768,754,Rab23
ENSMUSG00000004771,755,Rab11a
ENSMUSG00000004788,756,Eif2b2
ENSMUSG00000004789,757,Dlst
ENSMUSG00000004791,758,Pgf
ENSMUSG00000004798,759,Ulk2
ENSMUSG00000004814,760,Ccl24
ENSMUSG00000004815,761,Dgkq
ENSMUSG00000004821,762,Tmed11
ENSMUSG00000004837,763,Grap
ENSMUSG00000004842,764,Pou1f1
ENSMUSG00000004843,765,Chmp2b
ENSMUSG00000004846,766,Plod3
ENSMUSG00000004849,767,Ap1s1
ENSMUSG00000004864,768,Mapk13
ENSMUSG00000004865,769,Srpk1
ENSMUSG00000004872,770,Pax3
ENSMUSG00000004880,771,Lbr
ENSMUSG00000004885,772,Crabp2
ENSMUSG00000004891,773,Nes
ENSMUSG00000004892,774,Bcan
ENSMUSG00000004894,775,Hapln2
ENSMUSG00000004895,776,Prcc
ENSMUSG00000004896,777,Rrnad1
ENSMUSG00000004897,778,Hdgf
ENSMUSG00000004902,779,Slc25a18
ENSMUSG00000004929,780,Thop1
ENSMUSG00000004931,781,Apba3
ENSMUSG00000004933,782,Matk
ENSMUSG00000004934,783,Pias4
ENSMUSG00000004936,784,Map2k1
ENSMUSG00000004937,785,Sgta
ENSMUSG00000004939,786,Nmrk2
ENSMUSG00000004945,787,Tmem242
ENSMUSG00000004947,788,Dtx2
ENSMUSG00000004948,789,Zp3
ENSMUSG00000004951,790,Hspb1
ENSMUSG00000004952,791,Rasa4
ENSMUSG00000004961,792,Syt5
ENSMUSG00000004980,793,Hnrnpa2b1
ENSMUSG00000004988,794,Fxyd4
ENSMUSG00000004994,795,Ccdc130
ENSMUSG00000004996,796,Mri1
ENSMUSG00000005034,797,Prkacb
ENSMUSG00000005043,798,Sgsh
ENSMUSG00000005045,799,Chd5
ENSMUSG00000005054,800,Cstb
ENSMUSG00000005057,801,Sh2b2
ENSMUSG00000005069,802,Pex5
ENSMUSG00000005078,803,Jkamp
ENSMUSG00000005087,804,Cd44
ENSMUSG00000005089,805,Slc1a2
ENSMUSG00000005102,806,Eif2ak4
ENSMUSG00000005103,807,Wdr1
ENSMUSG00000005107,808,Slc2a9
ENSMUSG00000005124,809,Wisp1
ENSMUSG00000005125,810,Ndrg1
ENSMUSG00000005131,811,4930550C14Rik
ENSMUSG00000005142,812,Man2b1
ENSMUSG00000005148,813,Klf5
ENSMUSG00000005150,814,Wdr83
ENSMUSG00000005161,815,Prdx2
ENSMUSG00000005198,816,Polr2a
ENSMUSG00000005202,817,Shbg
ENSMUSG00000005204,818,Senp3
ENSMUSG00000005220,819,Corin
ENSMUSG00000005225,820,Plekha8
ENSMUSG00000005232,821,G6pc2
ENSMUSG00000005233,822,Spc25
ENSMUSG00000005237,823,Dnah2
ENSMUSG00000005251,824,Ripk4
ENSMUSG00000005262,825,Ufd1l
ENSMUSG00000005267,826,Zfp287
ENSMUSG00000005268,827,Prlr
ENSMUSG00000005299,828,Letm1
ENSMUSG00000005312,829,Ubqln1
ENSMUSG00000005320,830,Fgfr4
ENSMUSG00000005338,831,Cadm3
ENSMUSG00000005339,832,Fcer1a
ENSMUSG00000005354,833,Txn2
ENSMUSG00000005355,834,Casp14
ENSMUSG00000005357,835,Slc1a6
ENSMUSG00000005360,836,Slc1a3
ENSMUSG00000005362,837,Crbn
ENSMUSG00000005364,838,Il5ra
ENSMUSG00000005370,839,Msh6
ENSMUSG00000005371,840,Fbxo11
ENSMUSG00000005373,841,Mlxipl
ENSMUSG00000005374,842,Tbl2
ENSMUSG00000005378,843,Wbscr22
ENSMUSG00000005397,844,Nid1
ENSMUSG00000005410,845,Mcm5
ENSMUSG00000005413,846,Hmox1
ENSMUSG00000005417,847,Mprip
ENSMUSG00000005442,848,Cic
ENSMUSG00000005447,849,Pafah1b3
ENSMUSG00000005465,850,Il27ra
ENSMUSG00000005469,851,Prkaca
ENSMUSG00000005470,852,Asf1b
ENSMUSG00000005474,853,Myl10
ENSMUSG00000005481,854,Ddx39
ENSMUSG00000005483,855,Dnajb1
ENSMUSG00000005493,856,Msh4
ENSMUSG00000005501,857,Usp40
ENSMUSG00000005503,858,Evx1
ENSMUSG00000005505,859,Kbtbd4
ENSMUSG00000005506,860,Celf1
ENSMUSG00000005510,861,Ndufs3
ENSMUSG00000005514,862,Por
ENSMUSG00000005533,863,Igf1r
ENSMUSG00000005534,864,Insr
ENSMUSG00000005540,865,Fcer2a
ENSMUSG00000005547,866,Cyp2a5
ENSMUSG00000005553,867,Atp4a
ENSMUSG00000005566,868,Trim28
ENSMUSG00000005575,869,Ube2m
ENSMUSG00000005580,870,Adcy9
ENSMUSG00000005583,871,Mef2c
ENSMUSG00000005609,872,Ctr9
ENSMUSG00000005610,873,Eif4g2
ENSMUSG00000005611,874,Mrvi1
ENSMUSG00000005615,875,Pcyt1a
ENSMUSG00000005621,876,Zfp592
ENSMUSG00000005625,877,Psmd4
ENSMUSG00000005628,878,Tmod4
ENSMUSG00000005640,879,Insrr
ENSMUSG00000005649,880,Cabp5
ENSMUSG00000005656,881,Snx6
ENSMUSG00000005667,882,Mthfd2
ENSMUSG00000005672,883,Kit
ENSMUSG00000005674,884,Tomm40l
ENSMUSG00000005677,885,Nr1i3
ENSMUSG00000005681,886,Apoa2
ENSMUSG00000005682,887,Pan2
ENSMUSG00000005683,888,Cs
ENSMUSG00000005686,889,Ampd3
ENSMUSG00000005687,890,Bcas2
ENSMUSG00000005696,891,Sh2d1a
ENSMUSG00000005698,892,Ctcf
ENSMUSG00000005699,893,Pard6a
ENSMUSG00000005705,894,Agrp
ENSMUSG00000005716,895,Pvalb
ENSMUSG00000005718,896,Tfap4
ENSMUSG00000005732,897,Ranbp1
ENSMUSG00000005763,898,Cd247
ENSMUSG00000005774,899,Rfx5
ENSMUSG00000005779,900,Psmb4
ENSMUSG00000005800,901,Mmp8
ENSMUSG00000005802,902,Slc30a4
ENSMUSG00000005803,903,Sqrdl
ENSMUSG00000005804,904,Bloc1s6
ENSMUSG00000005813,905,Metap1
ENSMUSG00000005823,906,Gpr108
ENSMUSG00000005824,907,Tnfsf14
ENSMUSG00000005836,908,Gata6
ENSMUSG00000005846,909,Rsl1d1
ENSMUSG00000005864,910,Cnga2
ENSMUSG00000005871,911,Apc
ENSMUSG00000005873,912,Reep5
ENSMUSG00000005881,913,Ergic3
ENSMUSG00000005882,914,Uqcc1
ENSMUSG00000005883,915,Spo11
ENSMUSG00000005886,916,Ncoa2
ENSMUSG00000005891,917,Prl4a1
ENSMUSG00000005892,918,Trh
ENSMUSG00000005893,919,Nr2c2
ENSMUSG00000005897,920,Nr2c1
ENSMUSG00000005899,921,Smpd4
ENSMUSG00000005907,922,Pex1
ENSMUSG00000005917,923,Otx1
ENSMUSG00000005936,924,Kctd20
ENSMUSG00000005947,925,Itgae
ENSMUSG00000005949,926,Ctns
ENSMUSG00000005950,927,P2rx5
ENSMUSG00000005951,928,Shpk
ENSMUSG00000005952,929,Trpv1
ENSMUSG00000005958,930,Ephb3
ENSMUSG00000005968,931,Tuft1
ENSMUSG00000005973,932,Rcn1
ENSMUSG00000005980,933,Dnase1
ENSMUSG00000005981,934,Trap1
ENSMUSG00000005982,935,Naa60
ENSMUSG00000005983,936,1700037C18Rik
ENSMUSG00000005986,937,Ankrd13d
ENSMUSG00000005994,938,Tyrp1
ENSMUSG00000006005,939,Tpr
ENSMUSG00000006007,940,Pdc
ENSMUSG00000006010,941,BC003331
ENSMUSG00000006014,942,Prg4
ENSMUSG00000006019,943,Dhx34
ENSMUSG00000006021,944,Kptn
ENSMUSG00000006024,945,Napa
ENSMUSG00000006050,946,Sra1
ENSMUSG00000006056,947,Calcoco2
ENSMUSG00000006057,948,Atp5g1
ENSMUSG00000006058,949,Snf8
ENSMUSG00000006095,950,Tbcb
ENSMUSG00000006127,951,Inpp5k
ENSMUSG00000006134,952,Crkl
ENSMUSG00000006143,953,Upk3bl
ENSMUSG00000006154,954,Eps8l1
ENSMUSG00000006169,955,Clint1
ENSMUSG00000006179,956,Prss16
ENSMUSG00000006191,957,Cdkal1
ENSMUSG00000006200,958,Rhox6
ENSMUSG00000006204,959,5430419D17Rik
ENSMUSG00000006205,960,Htra1
ENSMUSG00000006215,961,Zbtb17
ENSMUSG00000006216,962,Clcnkb
ENSMUSG00000006218,963,Fam131c
ENSMUSG00000006219,964,Fblim1
ENSMUSG00000006221,965,Hspb7
ENSMUSG00000006235,966,Epor
ENSMUSG00000006241,967,Ccdc159
ENSMUSG00000006262,968,Mob1b
ENSMUSG00000006269,969,Atp6v1b1
ENSMUSG00000006270,970,Vax1
ENSMUSG00000006273,971,Atp6v1b2
ENSMUSG00000006276,972,Eps15l1
ENSMUSG00000006281,973,Tep1
ENSMUSG00000006288,974,Ttc5
ENSMUSG00000006289,975,Osgep
ENSMUSG00000006299,976,Aamp
ENSMUSG00000006301,977,Tmbim1
ENSMUSG00000006304,978,Arpc2
ENSMUSG00000006307,979,Kmt2b
ENSMUSG00000006310,980,Zbtb32
ENSMUSG00000006311,981,Etv2
ENSMUSG00000006313,982,Upk1a
ENSMUSG00000006315,983,Tmem147
ENSMUSG00000006333,984,Rps9
ENSMUSG00000006335,985,Tfpt
ENSMUSG00000006342,986,Susd2
ENSMUSG00000006344,987,Ggt5
ENSMUSG00000006345,988,Ggt1
ENSMUSG00000006356,989,Crip2
ENSMUSG00000006360,990,Crip1
ENSMUSG00000006362,991,Cbfa2t3
ENSMUSG00000006369,992,Fbln1
ENSMUSG00000006373,993,Pgrmc1
ENSMUSG00000006378,994,Gcat
ENSMUSG00000006386,995,Tek
ENSMUSG00000006389,996,Mpl
ENSMUSG00000006390,997,Elovl1
ENSMUSG00000006392,998,Med8
ENSMUSG00000006395,999,Hyi
ENSMUSG00000006398,1000,Cdc20
ENSMUSG00000006403,1001,Adamts4
ENSMUSG00000006411,1002,Pvrl4
ENSMUSG00000006412,1003,Pfdn2
ENSMUSG00000006418,1004,Rnf114
ENSMUSG00000006423,1005,C330007P06Rik
ENSMUSG00000006435,1006,Neurl1a
ENSMUSG00000006442,1007,Srm
ENSMUSG00000006445,1008,Epha2
ENSMUSG00000006456,1009,Rbm14
ENSMUSG00000006457,1010,Actn3
ENSMUSG00000006462,1011,A530013C23Rik
ENSMUSG00000006463,1012,Zdhhc24
ENSMUSG00000006464,1013,Bbs1
ENSMUSG00000006469,1014,Slc34a3
ENSMUSG00000006471,1015,Ndor1
ENSMUSG00000006476,1016,Nsmf
ENSMUSG00000006488,1017,Prl7a1
ENSMUSG00000006490,1018,Prl8a9
ENSMUSG00000006494,1019,Pdk1
ENSMUSG00000006498,1020,Ptbp1
ENSMUSG00000006517,1021,Mvd
ENSMUSG00000006519,1022,Cyba
ENSMUSG00000006522,1023,Itih3
ENSMUSG00000006526,1024,Tmem110
ENSMUSG00000006527,1025,Sfmbt1
ENSMUSG00000006529,1026,Itih1
ENSMUSG00000006538,1027,Ihh
ENSMUSG00000006542,1028,Prkag3
ENSMUSG00000006546,1029,Cryba2
ENSMUSG00000006567,1030,Atp7b
ENSMUSG00000006570,1031,Defb2
ENSMUSG00000006574,1032,Slc4a1
ENSMUSG00000006575,1033,Rundc3a
ENSMUSG00000006576,1034,Slc4a3
ENSMUSG00000006585,1035,Cdt1
ENSMUSG00000006586,1036,Runx1t1
ENSMUSG00000006587,1037,Snai3
ENSMUSG00000006589,1038,Aprt
ENSMUSG00000006599,1039,Gtf2h1
ENSMUSG00000006611,1040,Hfe
ENSMUSG00000006638,1041,Abhd1
ENSMUSG00000006641,1042,Slc5a6
ENSMUSG00000006642,1043,Tcf23
ENSMUSG00000006649,1044,Nphs1
ENSMUSG00000006651,1045,Aplp1
ENSMUSG00000006673,1046,Qrich1
ENSMUSG00000006675,1047,P4htm
ENSMUSG00000006676,1048,Usp19
ENSMUSG00000006678,1049,Pola1
ENSMUSG00000006699,1050,Cdc42
ENSMUSG00000006705,1051,Pknox1
ENSMUSG00000006711,1052,D130043K22Rik
ENSMUSG00000006715,1053,Gmnn
ENSMUSG00000006717,1054,Acot13
ENSMUSG00000006720,1055,Zfp184
ENSMUSG00000006724,1056,Cyp27b1
ENSMUSG00000006728,1057,Cdk4
ENSMUSG00000006731,1058,B4galnt1
ENSMUSG00000006732,1059,Mettl1
ENSMUSG00000006736,1060,Tspan31
ENSMUSG00000006740,1061,Kif5b
ENSMUSG00000006763,1062,Saal1
ENSMUSG00000006764,1063,Tph2
ENSMUSG00000006777,1064,Krt23
ENSMUSG00000006782,1065,Cnp
ENSMUSG00000006784,1066,Ttc25
ENSMUSG00000006800,1067,Sulf2
ENSMUSG00000006818,1068,Sod2
ENSMUSG00000006850,1069,Tmco6
ENSMUSG00000006906,1070,Stambp
ENSMUSG00000006920,1071,Ezh1
ENSMUSG00000006930,1072,Hap1
ENSMUSG00000006931,1073,P3h4
ENSMUSG00000006932,1074,Ctnnb1
ENSMUSG00000006941,1075,Eif1b
ENSMUSG00000006948,1076,Klk4
ENSMUSG00000006958,1077,Chrd
ENSMUSG00000006998,1078,Psmd2
ENSMUSG00000007021,1079,Syngr3
ENSMUSG00000007029,1080,Vars
ENSMUSG00000007030,1081,Vwa7
ENSMUSG00000007033,1082,Hspa1l
ENSMUSG00000007034,1083,Slc44a4
ENSMUSG00000007035,1084,Msh5
ENSMUSG00000007036,1085,Abhd16a
ENSMUSG00000007038,1086,Neu1
ENSMUSG00000007039,1087,Ddah2
ENSMUSG00000007041,1088,Clic1
ENSMUSG00000007050,1089,Lsm2
ENSMUSG00000007080,1090,Pole
ENSMUSG00000007097,1091,Atp1a2
ENSMUSG00000007107,1092,Atp1a4
ENSMUSG00000007122,1093,Casq1
ENSMUSG00000007207,1094,Stx1a
ENSMUSG00000007209,1095,Ceacam9
ENSMUSG00000007216,1096,Zfp775
ENSMUSG00000007279,1097,Scube2
ENSMUSG00000007338,1098,Mrpl49
ENSMUSG00000007379,1099,Dennd2c
ENSMUSG00000007411,1100,Mark3
ENSMUSG00000007415,1101,Gatad1
ENSMUSG00000007440,1102,Pcdha11
ENSMUSG00000007457,1103,2310003L06Rik
ENSMUSG00000007458,1104,M6pr
ENSMUSG00000007476,1105,Lrrc8a
ENSMUSG00000007480,1106,Mc5r
ENSMUSG00000007564,1107,Ppp2r1a
ENSMUSG00000007570,1108,Fance
ENSMUSG00000007589,1109,Tinf2
ENSMUSG00000007591,1110,Tssk4
ENSMUSG00000007594,1111,Hapln4
ENSMUSG00000007603,1112,Dus3l
ENSMUSG00000007610,1113,Gtpbp3
ENSMUSG00000007613,1114,Tgfbr1
ENSMUSG00000007617,1115,Homer1
ENSMUSG00000007646,1116,Rad51c
ENSMUSG00000007653,1117,Gabrb2
ENSMUSG00000007655,1118,Cav1
ENSMUSG00000007656,1119,Arpp19
ENSMUSG00000007659,1120,Bcl2l1
ENSMUSG00000007670,1121,Khsrp
ENSMUSG00000007682,1122,Dio2
ENSMUSG00000007721,1123,Ccdc124
ENSMUSG00000007739,1124,Cct4
ENSMUSG00000007777,1125,0610009B22Rik
ENSMUSG00000007783,1126,Cpt1c
ENSMUSG00000007805,1127,Twist2
ENSMUSG00000007812,1128,Zfp655
ENSMUSG00000007815,1129,Rhoa
ENSMUSG00000007817,1130,Zmiz1
ENSMUSG00000007827,1131,Ankrd26
ENSMUSG00000007833,1132,Aldh16a1
ENSMUSG00000007836,1133,Hnrnpa0
ENSMUSG00000007837,1134,Prrg2
ENSMUSG00000007850,1135,Hnrnph1
ENSMUSG00000007867,1136,Ift43
ENSMUSG00000007872,1137,Id3
ENSMUSG00000007877,1138,Tcap
ENSMUSG00000007880,1139,Arid1a
ENSMUSG00000007888,1140,Crlf1
ENSMUSG00000007891,1141,Ctsd
ENSMUSG00000007892,1142,Rplp1
ENSMUSG00000007907,1143,Cabs1
ENSMUSG00000007908,1144,Hmgcll1
ENSMUSG00000007944,1145,Ttc9b
ENSMUSG00000007946,1146,Phox2a
ENSMUSG00000007950,1147,Abhd8
ENSMUSG00000007987,1148,Ift22
ENSMUSG00000007989,1149,Fzd3
ENSMUSG00000008028,1150,1700008O03Rik
ENSMUSG00000008035,1151,Mid1ip1
ENSMUSG00000008036,1152,Ap2s1
ENSMUSG00000008090,1153,Fgfrl1
ENSMUSG00000008129,1154,4930432K21Rik
ENSMUSG00000008136,1155,Fhl2
ENSMUSG00000008140,1156,Emc10
ENSMUSG00000008153,1157,Clstn3
ENSMUSG00000008167,1158,Fbxw9
ENSMUSG00000008193,1159,Spib
ENSMUSG00000008200,1160,Fnbp4
ENSMUSG00000008206,1161,Cers4
ENSMUSG00000008226,1162,Scrn3
ENSMUSG00000008301,1163,Phax
ENSMUSG00000008305,1164,Tle1
ENSMUSG00000008307,1165,1700109H08Rik
ENSMUSG00000008318,1166,Relt
ENSMUSG00000008333,1167,Snrpb2
ENSMUSG00000008348,1168,Ubc
ENSMUSG00000008373,1169,Prpf31
ENSMUSG00000008384,1170,Sertad1
ENSMUSG00000008393,1171,Carhsp1
ENSMUSG00000008398,1172,Elk3
ENSMUSG00000008429,1173,Herpud2
ENSMUSG00000008435,1174,Rdh13
ENSMUSG00000008438,1175,Adam21
ENSMUSG00000008450,1176,Nutf2
ENSMUSG00000008461,1177,Fut1
ENSMUSG00000008475,1178,Arpc5
ENSMUSG00000008482,1179,Rnf151
ENSMUSG00000008489,1180,Elavl2
ENSMUSG00000008496,1181,Pou2f2
ENSMUSG00000008540,1182,Mgst1
ENSMUSG00000008575,1183,Nfib
ENSMUSG00000008590,1184,Htr3b
ENSMUSG00000008601,1185,Rab25
ENSMUSG00000008604,1186,Ubqln4
ENSMUSG00000008658,1187,Rbfox1
ENSMUSG00000008668,1188,Rps18
ENSMUSG00000008682,1189,Rpl10
ENSMUSG00000008683,1190,Rps15a
ENSMUSG00000008690,1191,Ncaph2
ENSMUSG00000008730,1192,Hipk1
ENSMUSG00000008734,1193,Gprc5b
ENSMUSG00000008763,1194,Man1a2
ENSMUSG00000008789,1195,Ceacam5
ENSMUSG00000008813,1196,Tppp2
ENSMUSG00000008822,1197,Acyp1
ENSMUSG00000008843,1198,Cldn13
ENSMUSG00000008845,1199,Cd163
ENSMUSG00000008855,1200,Hdac5
ENSMUSG00000008859,1201,Rala
ENSMUSG00000008874,1202,Clec3a
ENSMUSG00000008892,1203,Vdac3
ENSMUSG00000008932,1204,Slc1a7
ENSMUSG00000008958,1205,Vps72
ENSMUSG00000008976,1206,Gabpa
ENSMUSG00000008999,1207,Bmp7
ENSMUSG00000009013,1208,Dynll1
ENSMUSG00000009030,1209,Pdcl
ENSMUSG00000009035,1210,Tmem184b
ENSMUSG00000009047,1211,Gm5965
ENSMUSG00000009070,1212,Rsph14
ENSMUSG00000009073,1213,Nf2
ENSMUSG00000009075,1214,Cabp7
ENSMUSG00000009076,1215,Zmat5
ENSMUSG00000009079,1216,Ewsr1
ENSMUSG00000009090,1217,Ap1b1
ENSMUSG00000009092,1218,Derl3
ENSMUSG00000009093,1219,Gstt4
ENSMUSG00000009097,1220,Tbx1
ENSMUSG00000009108,1221,Gnat2
ENSMUSG00000009112,1222,Bcl2l13
ENSMUSG00000009114,1223,2610028H24Rik
ENSMUSG00000009115,1224,Spatc1l
ENSMUSG00000009145,1225,Dqx1
ENSMUSG00000009185,1226,Ccl8
ENSMUSG00000009207,1227,Lnp
ENSMUSG00000009210,1228,Prr29
ENSMUSG00000009214,1229,Tmem8c
ENSMUSG00000009216,1230,Fam163b
ENSMUSG00000009246,1231,Trpm5
ENSMUSG00000009248,1232,Ascl2
ENSMUSG00000009281,1233,Rarres2
ENSMUSG00000009291,1234,Pttg1ip
ENSMUSG00000009292,1235,Trpm2
ENSMUSG00000009293,1236,Ube2g2
ENSMUSG00000009350,1237,Mpo
ENSMUSG00000009356,1238,Lpo
ENSMUSG00000009376,1239,Met
ENSMUSG00000009378,1240,Slc16a12
ENSMUSG00000009394,1241,Syn2
ENSMUSG00000009406,1242,Elk1
ENSMUSG00000009418,1243,Nav1
ENSMUSG00000009470,1244,Tnpo1
ENSMUSG00000009471,1245,Myod1
ENSMUSG00000009487,1246,Otog
ENSMUSG00000009535,1247,Rnmt
ENSMUSG00000009545,1248,Kcnq1
ENSMUSG00000009549,1249,Srp14
ENSMUSG00000009551,1250,6330409D20Rik
ENSMUSG00000009555,1251,Cdk9
ENSMUSG00000009563,1252,Tor2a
ENSMUSG00000009566,1253,Fpgs
ENSMUSG00000009569,1254,Mkl2
ENSMUSG00000009575,1255,Cbx5
ENSMUSG00000009580,1256,Odam
ENSMUSG00000009585,1257,Apobec3
ENSMUSG00000009588,1258,St6galnac1
ENSMUSG00000009596,1259,Taf7l
ENSMUSG00000009614,1260,Sardh
ENSMUSG00000009621,1261,Vav2
ENSMUSG00000009628,1262,Tex15
ENSMUSG00000009630,1263,Ppp2cb
ENSMUSG00000009633,1264,G0s2
ENSMUSG00000009640,1265,Dmap1
ENSMUSG00000009646,1266,Pla2g12b
ENSMUSG00000009647,1267,Mcu
ENSMUSG00000009654,1268,Oit3
ENSMUSG00000009670,1269,Tex11
ENSMUSG00000009681,1270,Bcr
ENSMUSG00000009687,1271,Fxyd5
ENSMUSG00000009731,1272,Kcnd1
ENSMUSG00000009733,1273,Tfcp2
ENSMUSG00000009734,1274,Pou6f2
ENSMUSG00000009739,1275,Pou6f1
ENSMUSG00000009741,1276,Ubp1
ENSMUSG00000009772,1277,Nuak2
ENSMUSG00000009828,1278,Ick
ENSMUSG00000009863,1279,Sdhb
ENSMUSG00000009876,1280,Cox4i2
ENSMUSG00000009894,1281,Snap47
ENSMUSG00000009900,1282,Wnt3a
ENSMUSG00000009905,1283,Kdsr
ENSMUSG00000009907,1284,Vps4b
ENSMUSG00000009927,1285,Rps25
ENSMUSG00000009941,1286,Nxf2
ENSMUSG00000009995,1287,Taz
ENSMUSG00000010021,1288,Kif19a
ENSMUSG00000010025,1289,Aldh3a2
ENSMUSG00000010044,1290,Zmynd10
ENSMUSG00000010045,1291,Tmem115
ENSMUSG00000010047,1292,Hyal2
ENSMUSG00000010048,1293,Ifrd2
ENSMUSG00000010051,1294,Hyal1
ENSMUSG00000010054,1295,Tusc2
ENSMUSG00000010057,1296,Nprl2
ENSMUSG00000010064,1297,Slc38a3
ENSMUSG00000010066,1298,Cacna2d2
ENSMUSG00000010067,1299,Rassf1
ENSMUSG00000010080,1300,Epn3
ENSMUSG00000010086,1301,Rnf112
ENSMUSG00000010095,1302,Slc3a2
ENSMUSG00000010097,1303,Nxf1
ENSMUSG00000010110,1304,Stx5a
ENSMUSG00000010122,1305,Slc47a1
ENSMUSG00000010136,1306,Pifo
ENSMUSG00000010142,1307,Tnfrsf13b
ENSMUSG00000010154,1308,Spire2
ENSMUSG00000010175,1309,Prox1
ENSMUSG00000010205,1310,Raver1
ENSMUSG00000010277,1311,2610507B11Rik
ENSMUSG00000010290,1312,AI597479
ENSMUSG00000010307,1313,Tmem86a
ENSMUSG00000010311,1314,Optc
ENSMUSG00000010342,1315,Tex14
ENSMUSG00000010358,1316,Ifi35
ENSMUSG00000010362,1317,Rdm1
ENSMUSG00000010376,1318,Nedd8
ENSMUSG00000010392,1319,Gosr1
ENSMUSG00000010406,1320,Mrpl52
ENSMUSG00000010435,1321,Spaca7
ENSMUSG00000010453,1322,Kansl3
ENSMUSG00000010461,1323,Eya4
ENSMUSG00000010476,1324,Ebf3
ENSMUSG00000010492,1325,Uckl1os
ENSMUSG00000010505,1326,Myt1
ENSMUSG00000010517,1327,Faf1
ENSMUSG00000010529,1328,Gm266
ENSMUSG00000010538,1329,Tsacc
ENSMUSG00000010554,1330,Mettl16
ENSMUSG00000010592,1331,Dazl
ENSMUSG00000010601,1332,Apol7a
ENSMUSG00000010607,1333,Pigyl
ENSMUSG00000010608,1334,Rbm25
ENSMUSG00000010609,1335,Psen2
ENSMUSG00000010651,1336,Acaa1b
ENSMUSG00000010660,1337,Plcd1
ENSMUSG00000010663,1338,Fads1
ENSMUSG00000010721,1339,Lmbr1
ENSMUSG00000010751,1340,Tnfrsf22
ENSMUSG00000010755,1341,Cars
ENSMUSG00000010760,1342,Phlda2
ENSMUSG00000010796,1343,Asz1
ENSMUSG00000010797,1344,Wnt2
ENSMUSG00000010803,1345,Gabra1
ENSMUSG00000010825,1346,Grid2ip
ENSMUSG00000010830,1347,Kdelr3
ENSMUSG00000010841,1348,1700006E09Rik
ENSMUSG00000010911,1349,Apip
ENSMUSG00000010914,1350,Pdhx
ENSMUSG00000010936,1351,Vac14
ENSMUSG00000011008,1352,Mcoln2
ENSMUSG00000011034,1353,Slc5a1
ENSMUSG00000011052,1354,1700049J03Rik
ENSMUSG00000011096,1355,Akt1s1
ENSMUSG00000011114,1356,Tbrg1
ENSMUSG00000011118,1357,Panx3
ENSMUSG00000011148,1358,Adssl1
ENSMUSG00000011154,1359,Cfap161
ENSMUSG00000011158,1360,Brf1
ENSMUSG00000011171,1361,Vipr2
ENSMUSG00000011179,1362,Odc1
ENSMUSG00000011254,1363,Thg1l
ENSMUSG00000011256,1364,Adam19
ENSMUSG00000011257,1365,Pabpc4
ENSMUSG00000011263,1366,Exoc3l2
ENSMUSG00000011267,1367,Zfp296
ENSMUSG00000011305,1368,Plin5
ENSMUSG00000011306,1369,Sugp1
ENSMUSG00000011349,1370,Dmrtc2
ENSMUSG00000011350,1371,Gm5893
ENSMUSG00000011382,1372,Dhdh
ENSMUSG00000011427,1373,Zfp790
ENSMUSG00000011463,1374,Cpb1
ENSMUSG00000011486,1375,Slc25a41
ENSMUSG00000011589,1376,Fsd1
ENSMUSG00000011632,1377,Pinlyp
ENSMUSG00000011658,1378,Fuz
ENSMUSG00000011751,1379,Sptbn4
ENSMUSG00000011752,1380,Pgam1
